HTChem Library,Core,Compound ID,SMILES,Crude Batch ID,Hit or Chemisimilar,PXR DRC Experiment,Crude EC50s (µM),Crude pEC50s (log),Crude Emax normalized,Crude Emax raw,Volatility,CAD Yield/Volatility Note,Crude EvapT (°C),Crude Theoretical Mass-on-Column (ng),Crude Peak Area (pA*min),Crude Actual Mass-on-Column (ng),Crude Product Yield (%),Crude Correction Factor,Corrected Crude EC50 (µM),Corrected Crude pEC50 (log),Crude DRC pEC50 SE (log),Crude CAD Peak Area CV (%),Crude CAD Slope CV (%),Crude CAD Yield SE (log10),Corrected Crude pEC50 ±1 SE (log),Crude pEC50 ±95% CI (log),Corrected Crude pEC50 ±95% CI (log)
Library 66535,OCNT-0002416,OCNT-2433991,COCCCN1[C@H](C)CN(C(=O)C(C)(OC)c2ccccc2)C[C@@H]1C,ZZ-002,Chemisimilar,OPA_PXR-046,79.1,4.101823516502323,1.17,411000,Non-volatile,Non-volatile,65,250.2,1.414,17.675,7.064348521183055,0.07064348521183055,5.587899680255796,5.252751399390788,0.196,31.376265912305517,31.74,0.19382858365483596,0.27565471126327545,0.38416,0.5402832340760199
Library 66535,OCNT-0002416,OCNT-2432986,COC(C)(C(=O)NC(C)c1cnn(-c2ccc(C#N)cc2)c1C)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,9.3,5.031517051446065,0.547,264000,Non-volatile,Non-volatile,65,250.02,25.938,324.22499999999997,129.67962562994958,1.296796256299496,12.060205183585312,4.918645303361635,0.0709,2.5235823887732285,31.74,0.1382800769536003,0.15539687796829646,0.138964,0.3045778808178611
Library 66535,OCNT-0002416,OCNT-2433113,COC(C)(C(=O)NC1CC2(CC3CCC2C3)C1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,3.81,5.419075024324381,0.839,329000,Semi-volatile,Semi-volatile,20,499.64,40.82,510.25,102.1235289408374,1.021235289408374,3.890906452645905,5.409949210622129,0.145,1.9170798628123467,31.74,0.1380962758570751,0.20023881093732399,0.28419999999999995,0.392468069437155
Library 66535,OCNT-0002416,OCNT-2433326,COC(C)(C(=O)N(C1CC1)C(C)C(C)C)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,11300,1.9469215565165803,1.28,463000,Non-volatile,True 0% Yield / No Synthesis,65,250.64,Undetected,-,-,-,-,-,0.631,-,-,-,-,1.23676,-
Library 66535,OCNT-0002416,OCNT-2433636,COC(C)(C(=O)N(Cc1ccc(C(N)=O)cc1F)C1CC1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,2.2,5.657577319177793,0.547,230000,Non-volatile,Non-volatile,65,249.43,6.365,79.5625,31.897726817143084,0.31897726817143085,0.7017499899771479,6.153817584896401,0.0487,7.639261586802828,31.74,0.14178141294543228,0.14991217114298355,0.095452,0.29382785544024775
Library 66535,OCNT-0002416,OCNT-2433530,COC(C)(C(=O)N(C)CC1CCCOC1c1ccccc1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,12,4.920818753952375,1.71,565000,Semi-volatile,Semi-volatile,20,498.54,35.93,449.125,90.08805712681028,0.9008805712681028,10.810566855217234,4.966151533092161,0.0932,2.0609462844419704,31.74,0.13813535295410964,0.16663617775188092,0.182672,0.3266069083936866
Library 66535,OCNT-0002416,OCNT-2432713,COC(C)(C(=O)NC1CCC(C)CC1N1CCc2ccccc2C1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,5.53,5.257274868695302,0.596,280000,Non-volatile,Non-volatile,65,249.55,4.243,53.0375,21.25325586054899,0.2125325586054899,1.1753050490883592,5.92984939812277,0.0422,11.02969125618666,31.74,0.145930810134815,0.15190997777171655,0.08271200000000001,0.29774355643256445
Library 66535,OCNT-0002416,OCNT-2432792,COC(C)(C(=O)NCCN1C2CCC1CC(O)C2)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,350,3.4559319556497243,1.31,513000,Non-volatile,Non-volatile,65,250.19,10.44,130.5,52.16035812782286,0.5216035812782286,182.56125344738,3.7385913910929744,0.273,4.993141762452107,31.74,0.13954031500280997,0.306595008946792,0.53508,0.6009262175357123
Library 66535,OCNT-0002416,OCNT-2432550,COC(C)(C(=O)NC1COc2ccc3ncccc3c2C1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,18100,1.7423214251308154,1.28,503000,Non-volatile,Non-volatile,65,249.44,13.301,166.2625,66.654305644644,0.66654305644644,12064.429321680564,1.918493216507518,0.527,4.104116983685437,31.74,0.13899264817553428,0.545021060370008,1.03292,1.0682412783252155
Library 66535,OCNT-0002416,OCNT-2433755,COc1cccc(CN(CC(F)F)C(=O)C(C)(OC)c2ccccc2)c1O,ZZ-002,Hit,OPA_PXR-046,16.6,4.779891911959945,0.662,263000,Semi-volatile,Semi-volatile,20,499.66,5.39,67.375,13.484169235079854,0.13484169235079854,2.238372093023256,5.650067717399049,0.21,8.865565862708719,31.74,0.14312134015873637,0.2541332682055475,0.41159999999999997,0.4981012056828731
Library 66535,OCNT-0002416,OCNT-2433169,CCn1nnc(Br)c1CNC(=O)C(C)(OC)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,9.14,5.039053804266168,0.569,248000,Non-volatile,Non-volatile,65,249.11,11.647,145.5875,58.44305728393079,0.5844305728393079,5.341695435751275,5.272320877517067,0.109,4.564816690993389,31.74,0.13926336028822428,0.17684819342805785,0.21364,0.34662245911899336
Library 66535,OCNT-0002416,OCNT-2433278,COC(C)(C(=O)N1CCN(c2cccc3[nH]ncc23)CC1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,155,3.8096683018297086,1.32,473000,Non-volatile,Non-volatile,65,250.83,2.562,32.025,12.767611529721323,0.12767611529721323,19.78979787106805,4.703558641565614,0.186,17.70231069476971,31.74,0.15783479242168047,0.24394225074552986,0.36456,0.47812681146123853
Library 66535,OCNT-0002416,OCNT-2432816,COC(C)(C(=O)NCc1c(O)nnc(C)c1C)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,82.6,4.083019952679618,1.39,539000,Non-volatile,True 0% Yield / No Synthesis,65,249.8,Undetected,-,-,-,-,-,0.188,-,-,-,-,0.36848,-
Library 66535,OCNT-0002416,OCNT-2433911,COC(C)(C(=O)N(Cc1cccc(C)n1)Cc1cccc(C)n1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,4.4,5.356547323513812,0.949,346000,Non-volatile,Non-volatile,65,250.68,6.151,76.8875,30.671573320568058,0.3067157332056806,1.3495492261049946,5.869811269509942,0.0827,7.875119492765404,31.74,0.14202459522801505,0.16434803208338553,0.16209199999999999,0.3221221428834356
Library 66535,OCNT-0002416,OCNT-2432728,COC(C)(C(=O)NCc1sc(N2CCCCC2)nc1C)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,578,3.238072161579471,1.28,505000,Non-volatile,True 0% Yield / No Synthesis,65,249.66,Undetected,-,-,-,-,-,0.307,-,-,-,-,0.60172,-
Library 66535,OCNT-0002416,OCNT-2433101,COc1cc(CNC(=O)C(C)(OC)c2ccccc2)c2ccccc2n1,ZZ-002,Hit,OPA_PXR-046,12.2,4.913640169325252,1.05,394000,Non-volatile,Non-volatile,65,249.85,5.398,67.475,27.00620372223334,0.2700620372223334,3.2947568541124674,5.482176629875303,0.0772,8.853701370878102,31.74,0.14310748695723474,0.16260256093682876,0.151312,0.31870101943618434
Library 66535,OCNT-0002416,OCNT-2433237,COC(C)(C(=O)N1CC=C(c2c[nH]c3cc(F)c(F)cc23)CC1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,16800,1.7746907182741372,1.27,458000,Non-volatile,True 0% Yield / No Synthesis,65,249.24,Undetected,-,-,-,-,-,0.545,-,-,-,-,1.0682,-
Library 66535,OCNT-0002416,OCNT-2433577,COC(C)(C(=O)N(C)CCc1cnccn1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,283,3.54821356447571,1.25,435000,Non-volatile,True 0% Yield / No Synthesis,65,250.42,Undetected,-,-,-,-,-,0.247,-,-,-,-,0.48412,-
Library 66535,OCNT-0002416,OCNT-2433387,COC(C)(C(=O)N(C)C1CC(C)OC(C)C1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,15900,1.7986028756795485,1.28,462000,Non-volatile,True 0% Yield / No Synthesis,65,249.45,Undetected,-,-,-,-,-,0.572,-,-,-,-,1.12112,-
Library 66535,OCNT-0002416,OCNT-2433178,COC(C)(C(=O)NCc1ccc(-c2ccc3c(c2)CCO3)cc1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,99.9,4.000434511774018,0.552,243000,Non-volatile,Non-volatile,65,249.38,27.849,348.1125,139.59118614163125,1.3959118614163126,139.45159495548964,3.855576514195301,0.139,2.4094272684836078,31.74,0.138241666742194,0.19604019593863867,0.27244,0.3842387840397318
Library 66535,OCNT-0002416,OCNT-2433806,COC(=O)c1ccc2[nH]cc(C3CCN(C(=O)C(C)(OC)c4ccccc4)CC3)c2c1,ZZ-002,Chemisimilar,OPA_PXR-046,5.05,5.296708621881339,1.13,398000,Non-volatile,Non-volatile,65,249.74,23.641,295.5125,118.32806118363098,1.1832806118363097,5.975567089773364,5.223620873263072,0.182,2.685218899369739,31.74,0.13833748412265376,0.22860721666952136,0.35672,0.44807014467226186
Library 66535,OCNT-0002416,OCNT-2433634,COC(C)(C(=O)N(CCC(F)(F)F)C1CCC1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,4300,2.3665315444204134,1.29,446000,Non-volatile,True 0% Yield / No Synthesis,65,249.5,Undetected,-,-,-,-,-,0.619,-,-,-,-,1.2132399999999999,-
Library 66535,OCNT-0002416,OCNT-2433589,COC(C)(C(=O)N(C)C(c1cccc(F)c1)c1cnn(C)c1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,10.7,4.97061622231479,0.597,245000,Semi-volatile,Semi-volatile,20,498.58,9.67,120.875,24.243852541217056,0.24243852541217056,2.5940922219102247,5.586014588485253,0.101,5.322254395036195,31.74,0.13976956681929353,0.17244283635121802,0.19796,0.3379879592483873
Library 66535,OCNT-0002416,OCNT-2433959,COC(C)(C(=O)N1CCc2[nH]ccc2C1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,1450,2.838631997765025,1.25,433000,Non-volatile,True 0% Yield / No Synthesis,65,250.45,Undetected,-,-,-,-,-,0.354,-,-,-,-,0.6938399999999999,-
Library 66535,OCNT-0002416,OCNT-2433227,COC(C)(C(=O)NCC1CC2(CCOC2)C1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,9070,2.042392712939905,1.31,471000,Non-volatile,True 0% Yield / No Synthesis,65,249.3,Undetected,-,-,-,-,-,0.648,-,-,-,-,1.27008,-
Library 66535,OCNT-0002416,OCNT-2433536,COC(C)(C(=O)N1C[C@H]2CN(C(=O)c3ccccc3F)C[C@H]2C1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,7.49,5.125518182300533,0.532,226000,Non-volatile,Non-volatile,65,249.25,17.21,215.125,86.30892678034103,0.8630892678034102,6.464538615847543,5.18946246594861,0.0825,3.3672632190586866,31.74,0.13861861192987543,0.16131140558982618,0.1617,0.31617035495605933
Library 66535,OCNT-0002416,OCNT-2433220,COC(C)(C(=O)NC[C@@H]1C[C@H]2C[C@@H]1[C@H](O)[C@@H]2O)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,105,3.978810700930062,1.34,479000,Non-volatile,True 0% Yield / No Synthesis,65,249.84,Undetected,-,-,-,-,-,0.117,-,-,-,-,0.22932,-
Library 66535,OCNT-0002416,OCNT-2432876,COC(C)(C(=O)NCc1cn(C(F)F)c2ccccc12)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,35.4,4.450996737974212,0.53,258000,Non-volatile,Non-volatile,65,250.21,6.986,87.325,34.900683425922225,0.34900683425922224,12.354841932776466,4.908162806568019,0.112,7.036638992270255,31.74,0.14119192724668944,0.18021975563082546,0.21952,0.3532307210364179
Library 66535,OCNT-0002416,OCNT-2433393,C=CCCN(CCCCC)C(=O)C(C)(OC)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,1470,2.832682665251824,1.4,497000,Non-volatile,True 0% Yield / No Synthesis,65,249.34,Undetected,-,-,-,-,-,0.348,-,-,-,-,0.6820799999999999,-
Library 66535,OCNT-0002416,OCNT-2433722,COC(C)(C(=O)N(C)C(c1ccccc1)c1ncc[nH]1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,3.95,5.403402904373539,0.878,326000,Non-volatile,Non-volatile,65,249.15,21.466,268.325,107.69616696769013,1.0769616696769013,4.25399859522376,5.371202657848116,0.037,2.870155594894251,31.74,0.1384075046360913,0.14326771213218154,0.07252,0.2808047157790758
Library 66535,OCNT-0002416,OCNT-2432628,COC(C)(C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1cccs1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,2.61,5.583359492661719,0.825,355000,Non-volatile,Non-volatile,65,250.95,17.279,215.9875,86.06794182107991,0.8606794182107991,2.2463732815301856,5.6485180750386315,0.0409,3.357250998321662,31.74,0.13861403140138545,0.14452217719555802,0.080164,0.2832634673032937
Library 66535,OCNT-0002416,OCNT-2432474,C=CCOCCCNC(=O)C(C)(OC)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,248,3.6055483191737836,1.24,491000,Non-volatile,Non-volatile,65,249.75,2.557,31.9625,12.797797797797797,0.12797797797797797,31.738538538538535,4.498413075037412,0.26,17.735244427062963,31.74,0.15790451038309766,0.3041937448392485,0.5096,0.596219739884927
Library 66535,OCNT-0002416,OCNT-2433699,COC(C)(C(=O)N1CCCC(c2n[nH]cc2NC(=O)C2CCCC2)C1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,11.3,4.94692155651658,0.596,245000,Non-volatile,Non-volatile,65,250.02,23.625,295.3125,118.11555075593951,1.1811555075593951,13.347057235421167,4.874614477168145,0.108,2.686455026455026,31.74,0.13833793678128706,0.17550323288447814,0.21168,0.3439863364535771
Library 66535,OCNT-0002416,OCNT-2433357,COC(C)(C(=O)N1CCC(=C(F)CO)C1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,391,3.4078232426041333,1.23,447000,Non-volatile,True 0% Yield / No Synthesis,65,249.7,Undetected,-,-,-,-,-,0.277,-,-,-,-,0.5429200000000001,-
Library 66535,OCNT-0002416,OCNT-2433544,COC(C)(C(=O)N1CCC(CCc2ccc(O)cc2)CC1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,4410,2.3555614105321614,1.2,420000,Non-volatile,Non-volatile,65,249.27,23.958,299.47499999999997,120.14081116861233,1.2014081116861233,5298.2097725358035,2.2758708506346346,0.43,2.6610685366057267,31.74,0.13832868197734605,0.4517021410814761,0.8428,0.8853361965196932
Library 66535,OCNT-0002416,OCNT-2433788,COC(C)(C(=O)N1CCCC(S(=O)(=O)N2CCc3ccccc32)C1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,2.8,5.552841968657781,0.67,266000,Non-volatile,Non-volatile,65,250.25,11.221,140.2625,56.04895104895105,0.5604895104895105,1.569370629370629,5.804274479432679,0.103,4.705468318331699,31.74,0.1393516280256565,0.17328553382611295,0.20187999999999998,0.33963964629918136
Library 66535,OCNT-0002416,OCNT-2433219,COC(C)(C(=O)NCc1cc2c([nH]c1=O)CCN(C)C2)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,15600,1.8068754016455384,1.26,456000,Non-volatile,True 0% Yield / No Synthesis,65,249.91,Undetected,-,-,-,-,-,0.55,-,-,-,-,1.078,-
Library 66535,OCNT-0002416,OCNT-2433513,COC(C)(C(=O)N(C)CC1=CN(C(=O)OC(C)(C)C)CCO1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,26.5,4.576754126063192,0.512,220000,Non-volatile,Non-volatile,65,249.37,2.845,35.5625,14.260937562657897,0.14260937562657897,3.7791484541043427,5.422606047608788,0.0891,16.02695957820738,31.74,0.15442152612616342,0.1782829709510512,0.17463599999999999,0.3494346230640603
Library 66535,OCNT-0002416,OCNT-2432738,COC(C)(C(=O)N[C@H](CO)Cc1c[nH]cn1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,748,3.1260984021355385,1.77,665000,Non-volatile,True 0% Yield / No Synthesis,65,249.27,Undetected,-,-,-,-,-,0.172,-,-,-,-,0.33712,-
Library 66535,OCNT-0002416,OCNT-2433301,COC(C)(C(=O)N(C)C1CCc2ncsc2C1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,909,3.0414361167780326,1.61,561000,Non-volatile,True 0% Yield / No Synthesis,65,250.32,Undetected,-,-,-,-,-,0.228,-,-,-,-,0.44688,-
Library 66535,OCNT-0002416,OCNT-2433778,COC(C)(C(=O)N1CC2(CCC2)C1c1ccncc1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,3.96,5.402304814074488,0.526,224000,Non-volatile,Non-volatile,65,249.87,2.322,29.025000000000002,11.616040340977309,0.11616040340977309,0.4599951975027014,6.337246702468347,0.0621,19.443118001722652,31.74,0.16165222593797965,0.17317000938587382,0.121716,0.33941321839631267
Library 66535,OCNT-0002416,OCNT-2433598,COC(C)(C(=O)N(Cc1ccc(C)nc1)CC1CC1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,11.4,4.943095148663527,0.634,256000,Semi-volatile,Semi-volatile,20,499.38,14.92,186.5,37.34630942368537,0.3734630942368537,4.257479274300132,5.3708474575354135,0.109,3.752091152815013,31.74,0.13880487750272164,0.17648737637164183,0.21364,0.34591525768841797
Library 66535,OCNT-0002416,OCNT-2433265,COC(C)(C(=O)N1C(C)CCCC1CCN(C)C)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,13600,1.8664610916297826,1.27,459000,Non-volatile,True 0% Yield / No Synthesis,65,250.22,Undetected,-,-,-,-,-,0.593,-,-,-,-,1.16228,-
Library 66535,OCNT-0002416,OCNT-2433757,COC(C)(C(=O)N(C)Cc1cccnn1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,93.7,4.028260409112222,1.28,441000,Semi-volatile,Semi-volatile,20,499.84,4.09,51.125,10.228273047375161,0.10228273047375161,9.583891845390527,5.018458095958011,0.141,11.410122249388753,31.74,0.14648145066962628,0.20331703172700058,0.27636,0.39850138218492115
Library 66535,OCNT-0002416,OCNT-2433243,CCN(CCN1CC=CC1)C(=O)C(C)(OC)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,1030,2.987162775294828,1.21,441000,Non-volatile,Non-volatile,65,249.98,3.384,42.3,16.921353708296664,0.16921353708296663,174.28994319545563,3.7587276716434546,0.28,13.611182033096926,31.74,0.1499852122071023,0.31764062064038584,0.5488000000000001,0.6225756164551562
Library 66535,OCNT-0002416,OCNT-2433564,COC(C)(C(=O)N1CCCN(C)CCOCC1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,1010,2.9956786262173574,1.2,419000,Semi-volatile,Semi-volatile,20,501.3,8.07,100.875,20.122681029323758,0.20122681029323758,203.23907839616996,3.6919927831002846,0.288,6.206964064436184,31.74,0.14045609971892706,0.32042458699084436,0.56448,0.6280321905020549
Library 66535,OCNT-0002416,OCNT-2433734,COC(C)(C(=O)N1[C@@H]2CC[C@@H](C2)[C@H]1C(F)(F)F)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,146,3.835647144215563,1.38,472000,Non-volatile,True 0% Yield / No Synthesis,65,249.59,Undetected,-,-,-,-,-,0.213,-,-,-,-,0.41747999999999996,-
Library 66535,OCNT-0002416,OCNT-2433064,COC(C)(C(=O)NCCc1nnc(-c2ccccc2)o1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,31.2,4.505845405981558,1.24,449000,Non-volatile,Non-volatile,65,250.55,20.672,258.40000000000003,103.1331071642387,1.031331071642387,32.17752943524247,4.4924473037370065,0.179,2.947364551083591,31.74,0.1384381057022577,0.22628766893144991,0.35084,0.4435238311056418
Library 66535,OCNT-0002416,OCNT-2432819,COC(C)(C(=O)NCc1cnc(O)cn1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,266,3.575118363368933,1.06,430000,Non-volatile,Non-volatile,65,250.23,18.149,226.8625,90.66159133597091,0.9066159133597091,241.15983295368264,3.617695025633186,0.289,3.2375414623395224,31.74,0.13856031022946996,0.3204995469121399,0.5664399999999999,0.6281791119477942
Library 66535,OCNT-0002416,OCNT-2433880,COc1c(F)cccc1CC1CCCN1C(=O)C(C)(OC)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,8.15,5.088842391260023,0.834,313000,Semi-volatile,Semi-volatile,20,500.24,20.25,253.125,50.60071165840397,0.5060071165840396,4.123958000159923,5.384685766373892,0.108,2.990864197530864,31.74,0.1384557010571522,0.17559607386051515,0.21168,0.3441683047666097
Library 66535,OCNT-0002416,OCNT-2433771,COC(C)(C(=O)N1CCN(C(=O)OC(C)(C)C)C2CC12)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,3.72,5.429457060118103,0.651,260000,Non-volatile,Non-volatile,65,249.86,1.86,23.25,9.305210918114144,0.09305210918114143,0.34615384615384615,6.460730838531493,0.0584,24.058924731182792,31.74,0.17297025423590748,0.18256305445087861,0.114464,0.35782358672372205
Library 66535,OCNT-0002416,OCNT-2433510,COC(C)(C(=O)N1CCSc2c([nH]c3ccccc23)C1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,no data,no data,no data,no data,Non-volatile,Non-volatile,65,250.41,15.3,191.25,76.37474541751527,0.7637474541751527,no data,no data,-,3.6802614379084964,31.74,0.13876860136005595,-,-,-
Library 66535,OCNT-0002416,OCNT-2433783,COC(C)(C(=O)N1CCc2cc(O)ccc2C1C(C)(C)C)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,3.82,5.4179366370882915,0.942,344000,Non-volatile,Non-volatile,65,249.27,2.321,29.012500000000003,11.638985838648855,0.11638985838648855,0.44460925903638626,6.352021497312828,0.0583,19.451124515295128,31.74,0.16167039202114053,0.17186100679406385,0.114268,0.33684757331636517
Library 66535,OCNT-0002416,OCNT-2432917,COC(C)(C(=O)NC1CC2(CC(COCc3ccccc3)C2)C1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,9.85,5.006563769502388,0.728,323000,Non-volatile,Non-volatile,65,249.36,20.906,261.325,104.79828360603143,1.0479828360603143,10.322630935194095,4.986209599703283,0.187,2.924000765330527,31.74,0.1384287606882786,0.23266181849562834,0.36652,0.4560171642514315
Library 66535,OCNT-0002416,OCNT-2432467,COC(C)(C(=O)NC(c1ccccc1)c1ccc2[nH]cnc2c1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,7.72,5.112382699664264,1.34,525000,Non-volatile,Non-volatile,65,250.0,12.222,152.775,61.11,0.6111,4.7176919999999996,5.326270415944437,0.221,4.390518736704304,31.74,0.13915761992165596,0.2611624842550324,0.43316,0.5118784691398636
Library 66535,OCNT-0002416,OCNT-2432885,COC(C)(C(=O)NCc1ccsc1-n1cccc1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,3.04,5.517126416391246,0.922,387000,Non-volatile,Non-volatile,65,249.48,5.78,72.25,28.96023729357063,0.2896023729357063,0.8803912137245471,6.055324300341755,0.0407,8.325397923875432,31.74,0.1425081508054804,0.14820615049989505,0.079772,0.2904840549797943
Library 66535,OCNT-0002416,OCNT-2433221,COC(C)(C(=O)NC(c1ccc(C)cc1)C(C)S(C)(=O)=O)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,1720,2.7644715530924513,1.45,512000,Non-volatile,True 0% Yield / No Synthesis,65,250.69,Undetected,-,-,-,-,-,0.509,-,-,-,-,0.99764,-
Library 66535,OCNT-0002416,OCNT-2432804,COC(C)(C(=O)NCCc1cc(Cl)c2c(c1)OCCO2)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,5.84,5.2335871528876,0.988,408000,Non-volatile,Non-volatile,65,249.36,16.601,207.5125,83.21803817773498,0.8321803817773499,4.859933429579723,5.313369679578075,0.0763,3.4592410095777364,31.74,0.13866132212119975,0.15826766015961416,0.14954800000000001,0.31020461391284376
Library 66535,OCNT-0002416,OCNT-2432469,COC(C)(C(=O)NCC1CC2CC2C1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,185,3.7328282715969863,1.26,498000,Non-volatile,True 0% Yield / No Synthesis,65,250.18,Undetected,-,-,-,-,-,0.197,-,-,-,-,0.38612,-
Library 66535,OCNT-0002416,OCNT-2433277,COC(C)(C(=O)N(C)CC1=CCSC1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,11900,1.9244530386074692,1.28,463000,Non-volatile,True 0% Yield / No Synthesis,65,249.5,Undetected,-,-,-,-,-,0.602,-,-,-,-,1.1799199999999999,-
Library 66535,OCNT-0002416,OCNT-2433596,COC(C)(C(=O)N1CCC(O)(Cc2ccc(OC(F)(F)F)cc2)CC1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,276,3.5590909179347823,0.917,337000,Non-volatile,Non-volatile,65,248.92,3.772,47.15,18.94182869998393,0.18941828699983929,52.27944721195564,4.281669013173868,0.283,12.299554612937433,31.74,0.1478328875462022,0.3192860201140163,0.55468,0.6258005994234719
Library 66535,OCNT-0002416,OCNT-2433770,COC(C)(C(=O)N(Cc1cccc(C(F)(F)F)c1)C(C)C#N)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,30.8,4.511449283499556,0.726,282000,Non-volatile,True 0% Yield / No Synthesis,65,249.32,Undetected,-,-,-,-,-,0.229,-,-,-,-,0.44884,-
Library 66535,OCNT-0002416,OCNT-2433379,CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(C(=O)C(C)(OC)c2ccccc2)C1,ZZ-002,Chemisimilar,OPA_PXR-046,1240,2.906578314837765,1.31,469000,Non-volatile,True 0% Yield / No Synthesis,65,249.55,Undetected,-,-,-,-,-,0.715,-,-,-,-,1.4014,-
Library 66535,OCNT-0002416,OCNT-2433223,C=C=CCNC(=O)C(C)(OC)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,80.7,4.09312646527793,1.37,490000,Non-volatile,True 0% Yield / No Synthesis,65,250.17,Undetected,-,-,-,-,-,0.0889,-,-,-,-,0.174244,-
Library 66535,OCNT-0002416,OCNT-2432679,COC(C)(C(=O)NC(c1ccc(Cl)c(F)c1)c1noc(C)n1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,2.57,5.590066876668706,0.933,390000,Non-volatile,Non-volatile,65,249.88,14.996,187.45000000000002,75.01600768368817,0.7501600768368817,1.9279113974707858,5.71491292918512,0.0351,3.7374339823953053,31.74,0.1387974190285853,0.14316680316678407,0.068796,0.28060693420689675
Library 66535,OCNT-0002416,OCNT-2432909,COC(C)(C(=O)NCc1cc(C(F)(F)F)cc(S(C)(=O)=O)c1)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,4.08,5.38933983691012,1.11,448000,Non-volatile,Non-volatile,65,250.86,22.263,278.2875,110.93338914135376,1.1093338914135376,4.526082276967233,5.3442775555275395,0.093,2.798193415083322,31.74,0.13837970855997161,0.16672715358076104,0.18228,0.3267852210182916
Library 66535,OCNT-0002416,OCNT-2433258,COC(C)(C(=O)N1CCc2[nH]c(=O)[nH]c(=O)c2C1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,99.9,4.000434511774018,1.32,472000,Non-volatile,True 0% Yield / No Synthesis,65,249.49,Undetected,-,-,-,-,-,0.132,-,-,-,-,0.25872,-
